STATE,DISTRICT,BLOCK,70-90 mts,90-110 mts,110-130 mts,130-150 mts,GREATER THAN 150 mts,TOTAL
ANDAMAN & NICOBARS,ANDAMAN,FERRARGUNJ,2,0,0,0,0,2
ANDAMAN & NICOBARS,N & M ANDA,RANGAT,1,0,0,0,0,1
ANDHRA PRADESH,ADILABAD,ADILABAD,6,0,0,0,0,6
ANDHRA PRADESH,ADILABAD,ASIFABAD,7,0,0,0,0,7
ANDHRA PRADESH,ADILABAD,BAZARHATHNOOR,9,0,0,0,0,9
ANDHRA PRADESH,ADILABAD,BOATH,30,0,0,0,0,30
ANDHRA PRADESH,ADILABAD,CHENNUR,80,2,3,0,0,85
ANDHRA PRADESH,ADILABAD,DILAWARPUR,69,0,0,0,0,69
ANDHRA PRADESH,ADILABAD,ICHODA,292,0,0,0,0,292
ANDHRA PRADESH,ADILABAD,JAINAD,19,0,0,0,0,19
ANDHRA PRADESH,ADILABAD,KAGAZ NAGAR,25,0,0,0,0,25
ANDHRA PRADESH,ADILABAD,KASIPET,9,0,0,0,0,9
ANDHRA PRADESH,ADILABAD,KOTAPALLE,17,14,3,2,10,46
ANDHRA PRADESH,ADILABAD,LAXMANCHANDA,107,0,0,0,0,107
ANDHRA PRADESH,ADILABAD,MAMDA,38,0,0,0,0,38
ANDHRA PRADESH,ADILABAD,MANCHERIAL,1,0,0,0,0,1
ANDHRA PRADESH,ADILABAD,NERADIGONDA,80,0,0,0,0,80
ANDHRA PRADESH,ADILABAD,SARANGAPUR,3,0,0,0,0,3
ANDHRA PRADESH,ADILABAD,SIRPUR (T),1,0,0,0,0,1
ANDHRA PRADESH,ADILABAD,SIRPUR (U),1,0,0,0,0,1
ANDHRA PRADESH,ADILABAD,TIRYANI,14,0,0,0,0,14
ANDHRA PRADESH,ADILABAD,VEMANPALLE,1,0,0,0,0,1
ANDHRA PRADESH,ANANTHAPUR,AGALI,111,301,122,91,224,849
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,240,350,160,67,35,852
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,10,0,8,0,65,83
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,38,0,0,0,0,38
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,44,6,0,0,0,50
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,24,0,0,0,0,24
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,43,0,0,0,0,43
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,69,20,4,0,0,93
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,67,1,0,0,0,68
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,309,14,0,0,0,323
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,77,151,65,9,19,321
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,1597,3,0,0,0,1600
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,176,34,4,1,0,215
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,40,56,41,0,1,138
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,112,1,0,0,0,113
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,37,76,35,37,133,318
ANDHRA PRADESH,ANANTHAPUR,GUMMAGATTA,1310,29,0,0,0,1339
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,66,0,0,0,0,66
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,246,0,0,0,0,246
ANDHRA PRADESH,ANANTHAPUR,KADIRI,173,113,1,0,0,287
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,117,6,0,0,0,123
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,203,99,4,0,0,306
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,238,0,0,0,0,238
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,60,0,0,0,0,60
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,136,15,1,0,0,152
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,172,67,0,0,0,239
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,96,85,0,0,0,181
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,0,113,162,71,131,477
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,3,5,4,0,0,12
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,3,0,0,0,0,3
ANDHRA PRADESH,ANANTHAPUR,PARIGI,9,41,53,17,572,692
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,124,0,0,0,0,124
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,166,55,0,0,0,221
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,67,25,1,2,0,95
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,1532,495,190,2,6,2225
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,262,187,26,0,0,475
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,308,26,2,0,0,336
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,753,42,0,0,0,795
ANDHRA PRADESH,ANANTHAPUR,RODDAM,714,216,46,0,1,977
ANDHRA PRADESH,ANANTHAPUR,ROLLA,31,53,214,132,224,654
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,231,190,12,1,2,436
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,354,297,133,27,11,822
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,291,13,0,0,0,304
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,503,6,0,0,0,509
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,433,218,9,1,1,662
ANDHRA PRADESH,ANANTHAPUR,YADIKI,1432,123,24,6,2,1587
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,131,417,350,181,89,1168
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,580,374,383,167,39,1543
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,16,298,1055,90,23,1482
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,177,2,0,0,0,179
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,794,102,16,4,0,916
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,1054,0,1,0,0,1055
ANDHRA PRADESH,CHITTOOR,CHITTOOR,665,2,2,0,21,690
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,476,335,224,279,35,1349
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,950,481,161,126,93,1811
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,671,904,370,81,35,2061
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,0,602,674,0,0,1276
ANDHRA PRADESH,CHITTOOR,GUDIPALA,44,247,316,256,157,1020
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,1162,197,9,1,1,1370
ANDHRA PRADESH,CHITTOOR,IRALA,1010,184,19,13,0,1226
ANDHRA PRADESH,CHITTOOR,K V P PURAM,423,274,2,0,0,699
ANDHRA PRADESH,CHITTOOR,KALAKADA,208,349,91,15,3,666
ANDHRA PRADESH,CHITTOOR,KALIKIRI,693,129,74,39,29,964
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,887,0,0,0,0,887
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,377,893,275,1,2,1548
ANDHRA PRADESH,CHITTOOR,KUPPAM,0,569,1353,0,0,1922
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,15,481,619,249,32,1396
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,117,867,878,388,105,2355
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,89,386,464,107,31,1077
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,26,0,0,0,0,26
ANDHRA PRADESH,CHITTOOR,NAGARI,17,0,0,0,0,17
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,327,475,402,146,114,1464
ANDHRA PRADESH,CHITTOOR,PAKALA,84,383,495,196,132,1290
ANDHRA PRADESH,CHITTOOR,PALAMANER,856,370,208,113,62,1609
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,154,155,5,0,0,314
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,948,530,527,53,5,2063
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,492,41,9,1,0,543
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,1838,0,0,0,0,1838
ANDHRA PRADESH,CHITTOOR,PENUMURU,958,393,153,27,3,1534
ANDHRA PRADESH,CHITTOOR,PICHATUR,222,147,1,0,0,370
ANDHRA PRADESH,CHITTOOR,PILERU,218,458,168,93,79,1016
ANDHRA PRADESH,CHITTOOR,PULICHERLA,816,240,94,15,3,1168
ANDHRA PRADESH,CHITTOOR,PUNGANUR,185,1052,768,231,81,2317
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,77,248,239,386,960,1910
ANDHRA PRADESH,CHITTOOR,PUTTUR,54,10,0,0,0,64
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,177,340,826,145,79,1567
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,1144,0,0,0,0,1144
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,225,321,494,339,821,2200
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,302,324,192,130,51,999
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,1417,250,104,210,124,2105
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,1,0,0,0,0,1
ANDHRA PRADESH,CHITTOOR,SODAM,21,0,0,0,1209,1230
ANDHRA PRADESH,CHITTOOR,SOMALA,1101,83,110,142,173,1609
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,290,7,0,0,0,297
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,295,1329,20,0,0,1644
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,629,86,1,0,0,716
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,1510,476,29,0,0,2015
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,42,3,0,0,0,45
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,199,133,64,4,3,403
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,0,0,4,0,0,4
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,252,331,60,0,1,644
ANDHRA PRADESH,CHITTOOR,VAYALPAD,175,471,383,287,130,1446
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,115,721,379,62,0,1277
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,71,284,936,319,332,1942
ANDHRA PRADESH,CHITTOOR,YADAMARI,76,398,470,112,12,1068
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,26,703,133,16,3,881
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,1,1178,3,0,0,1182
ANDHRA PRADESH,CUDDAPAH,ATLUR,546,349,0,0,0,895
ANDHRA PRADESH,CUDDAPAH,B KODUR,141,854,28,0,0,1023
ANDHRA PRADESH,CUDDAPAH,BADVEL,489,176,24,3,0,692
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,62,1279,24,0,0,1365
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,70,188,2,0,0,260
ANDHRA PRADESH,CUDDAPAH,CHAPAD,184,17,2,0,0,203
ANDHRA PRADESH,CUDDAPAH,CHENNUR,32,58,55,19,9,173
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,6,120,277,71,13,487
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,175,930,0,0,0,1105
ANDHRA PRADESH,CUDDAPAH,CHITVEL,1141,0,0,0,2,1143
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,128,48,28,2,0,206
ANDHRA PRADESH,CUDDAPAH,DUVVUR,741,112,20,23,75,971
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,14,260,154,51,10,489
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,2,289,1,0,0,292
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,209,3,0,0,0,212
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,685,624,0,0,0,1309
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,79,55,17,14,0,165
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,1258,49,5,1,0,1313
ANDHRA PRADESH,CUDDAPAH,KODUR,676,0,0,0,0,676
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,9,0,0,0,0,9
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,39,59,0,0,0,98
ANDHRA PRADESH,CUDDAPAH,LINGALA,130,524,255,116,108,1133
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,760,193,42,20,45,1060
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,75,41,48,12,0,176
ANDHRA PRADESH,CUDDAPAH,NANDALUR,138,192,24,21,3,378
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,616,828,34,1,0,1479
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,231,210,73,1,0,515
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,835,0,0,0,1,836
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,358,538,495,347,353,2091
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,22,1558,6,0,0,1586
ANDHRA PRADESH,CUDDAPAH,PULIVENDLA,262,335,211,65,204,1077
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,180,486,633,240,192,1731
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,1444,394,1,0,0,1839
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,270,104,30,3,2,409
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,118,90,3,1,6,218
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,208,606,454,419,217,1904
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,294,171,72,5,1,543
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,113,113,85,14,12,337
ANDHRA PRADESH,CUDDAPAH,SIMHADRIPURAM,109,566,217,94,111,1097
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,154,40,30,0,0,224
ANDHRA PRADESH,CUDDAPAH,THANDUR,175,400,131,48,52,806
ANDHRA PRADESH,CUDDAPAH,VALLUR,78,57,2,0,0,137
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,387,0,0,0,0,387
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,3,1,19,10,0,33
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,114,30,39,14,0,197
ANDHRA PRADESH,CUDDAPAH,VEMULA,271,599,0,0,0,870
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,703,184,2,0,0,889
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,204,37,3,0,0,244
ANDHRA PRADESH,EAST GODAVARI,ALAMURU,175,0,0,0,0,175
ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM,55,0,0,0,0,55
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,93,0,0,0,0,93
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,329,5,4,1,0,339
ANDHRA PRADESH,EAST GODAVARI,GANDEPALLE,188,470,190,129,0,977
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,97,16,45,10,17,185
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,1,2,0,0,0,3
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,67,0,0,0,0,67
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,43,522,0,0,0,565
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,6,0,0,0,0,6
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,207,57,22,0,0,286
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,469,0,0,0,0,469
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,73,2,0,0,0,75
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),28,14,0,0,0,42
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,236,401,605,66,14,1322
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,458,29,37,27,34,585
ANDHRA PRADESH,EAST GODAVARI,ROWTHULAPUDI,127,0,0,0,0,127
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,52,74,4,0,1,131
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,6,0,0,0,28,34
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,492,0,0,0,0,492
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,65,49,20,5,5,144
ANDHRA PRADESH,EAST GODAVARI,TUNI,44,0,0,0,0,44
ANDHRA PRADESH,GUNTUR,DURGI,482,663,568,12,3,1728
ANDHRA PRADESH,GUNTUR,KAREMPUDI,902,29,0,0,1,932
ANDHRA PRADESH,GUNTUR,MACHAVARAM,318,0,0,0,0,318
ANDHRA PRADESH,GUNTUR,MACHERLA,750,376,155,5,10,1296
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,7,0,0,0,0,7
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,437,0,0,0,0,437
ANDHRA PRADESH,GUNTUR,TADIKONDA,380,0,0,0,0,380
ANDHRA PRADESH,GUNTUR,VELDURTHI,820,362,56,0,5,1243
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,46,47,93,0,0,186
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,2,0,0,0,0,2
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,2,0,0,0,0,2
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,27,0,0,0,0,27
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,9,0,0,0,2,11
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,3312,0,0,0,2,3314
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,2,0,0,0,0,2
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,1071,0,0,0,1,1072
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,712,0,0,0,0,712
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,6,0,0,0,0,6
ANDHRA PRADESH,KARIMNAGAR,METPALLE,700,0,0,0,4,704
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,217,0,0,0,0,217
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,120,0,0,0,0,120
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,2,0,0,0,0,2
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,650,0,1,0,0,651
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,1,0,0,0,0,1
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,169,7,2,0,0,178
ANDHRA PRADESH,KHAMMAM,BAYYARAM,9,0,0,0,0,9
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,90,1,0,0,0,91
ANDHRA PRADESH,KHAMMAM,CHERLA,3,0,0,0,0,3
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,267,354,15,0,9,645
ANDHRA PRADESH,KHAMMAM,ENKURU,475,1,0,0,0,476
ANDHRA PRADESH,KHAMMAM,JULURPAD,75,0,0,0,0,75
ANDHRA PRADESH,KHAMMAM,KALLURU,8,0,0,0,0,8
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,1,0,0,0,0,1
ANDHRA PRADESH,KHAMMAM,KONIJERLA,207,0,0,0,0,207
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,116,0,0,0,0,116
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,11,0,0,0,0,11
ANDHRA PRADESH,KHAMMAM,PINAPAKA,0,0,0,0,1,1
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,366,574,389,224,58,1611
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,2,0,0,0,0,2
ANDHRA PRADESH,KHAMMAM,VEMSOOR,210,49,1,0,0,260
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,13,0,0,0,0,13
ANDHRA PRADESH,KRISHNA,BAPULAPADU,426,531,398,79,7,1441
ANDHRA PRADESH,KRISHNA,CHATRAI,1704,22,0,0,5,1731
ANDHRA PRADESH,KRISHNA,G KONDURU,49,0,0,0,0,49
ANDHRA PRADESH,KRISHNA,MUSUNURU,1107,618,235,128,390,2478
ANDHRA PRADESH,KRISHNA,NUZVID,8,485,1107,69,19,1688
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,3,0,0,0,0,3
ANDHRA PRADESH,KRISHNA,UNGUTURU,1,0,0,0,0,1
ANDHRA PRADESH,KRISHNA,VATSAVAI,6,0,0,0,0,6
ANDHRA PRADESH,KRISHNA,VISSANNAPET,985,3,0,0,0,988
ANDHRA PRADESH,KURNOOL,ADONI,5,42,22,6,5,80
ANDHRA PRADESH,KURNOOL,ALLAGADDA,693,93,0,0,0,786
ANDHRA PRADESH,KURNOOL,ALUR,1,0,0,0,0,1
ANDHRA PRADESH,KURNOOL,ASPARI,393,0,0,0,0,393
ANDHRA PRADESH,KURNOOL,ATMAKUR,34,0,0,0,0,34
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,1,0,0,0,0,1
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,1380,0,0,0,0,1380
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,1,0,0,0,0,1
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,9,0,0,0,0,9
ANDHRA PRADESH,KURNOOL,GONEGANDLA,654,9,0,0,0,663
ANDHRA PRADESH,KURNOOL,KODUMUR,326,0,0,0,0,326
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,2,0,0,0,0,2
ANDHRA PRADESH,KURNOOL,KOWTHALAM,6,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,KURNOOL,262,0,0,0,0,262
ANDHRA PRADESH,KURNOOL,MAHANANDI,1,0,0,0,0,1
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,3,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,102,3,0,0,0,105
ANDHRA PRADESH,KURNOOL,ORVAKAL,418,0,0,0,0,418
ANDHRA PRADESH,KURNOOL,PATTIKANDA,116,0,0,0,0,116
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,8,0,0,0,0,8
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,201,108,0,0,1,310
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,266,0,0,0,0,266
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,21,0,0,0,0,21
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,2,0,0,0,0,2
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,60,8,0,0,0,68
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,2,0,0,0,0,2
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,1,0,0,0,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,86,0,0,0,0,86
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,7,0,0,0,0,7
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,1,0,0,0,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,24,0,0,0,0,24
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,17,0,0,0,0,17
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,362,5,1,1,0,369
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,580,13,0,0,2,595
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,726,16,0,0,0,742
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,24,0,0,0,0,24
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,3127,67,4,0,0,3198
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,18,0,0,0,0,18
ANDHRA PRADESH,MAHABOOBNAGAR,KONDURG,1,0,0,0,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,5,0,0,0,0,5
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,12,0,0,0,0,12
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,364,0,0,0,0,364
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,2199,151,1,0,5,2356
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,1,0,0,0,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,528,0,0,0,13,541
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,1978,0,0,0,0,1978
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,27,0,0,0,0,27
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,8,0,0,0,0,8
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,3,0,0,0,0,3
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,276,3,0,0,1,280
ANDHRA PRADESH,MAHABOOBNAGAR,THIMMAJIPETA,18,0,0,0,0,18
ANDHRA PRADESH,MAHABOOBNAGAR,UPPUNUNTHALA,7,0,0,0,0,7
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,4,0,0,0,0,4
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,1166,0,0,0,0,1166
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,1636,0,1,0,9,1646
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,1,0,0,0,0,1
ANDHRA PRADESH,MEDAK,CHEGUNTA,1493,63,2,0,0,1558
ANDHRA PRADESH,MEDAK,CHINNA KODUR,917,302,39,2,0,1260
ANDHRA PRADESH,MEDAK,DUBBAK,903,552,2,0,0,1457
ANDHRA PRADESH,MEDAK,HATHNOORA,667,52,3,1,7,730
ANDHRA PRADESH,MEDAK,KALHER,414,0,0,0,0,414
ANDHRA PRADESH,MEDAK,KANGTI,6,0,0,0,0,6
ANDHRA PRADESH,MEDAK,KOHIR,146,360,167,0,0,673
ANDHRA PRADESH,MEDAK,KONDAPAK,3417,242,0,0,0,3659
ANDHRA PRADESH,MEDAK,KONDAPUR,1388,4,0,0,0,1392
ANDHRA PRADESH,MEDAK,KOWDIPALLE,1399,288,1,0,0,1688
ANDHRA PRADESH,MEDAK,MIRDODDI,4030,505,0,0,0,4535
ANDHRA PRADESH,MEDAK,MULUG,2,1,0,0,0,3
ANDHRA PRADESH,MEDAK,MUNPALLE,767,0,0,0,0,767
ANDHRA PRADESH,MEDAK,NANGANUR,40,7,0,0,1,48
ANDHRA PRADESH,MEDAK,NARAYANKHED,0,10,0,0,0,10
ANDHRA PRADESH,MEDAK,NARSAPUR,11,0,0,0,0,11
ANDHRA PRADESH,MEDAK,NYALKAL,362,10,0,0,0,372
ANDHRA PRADESH,MEDAK,PATANCHERU,262,20,0,0,0,282
ANDHRA PRADESH,MEDAK,RAMAYAMPET,1101,21,0,0,0,1122
ANDHRA PRADESH,MEDAK,SADASIVPET,99,0,0,0,0,99
ANDHRA PRADESH,MEDAK,SANGAREDDY,257,58,1,0,0,316
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),384,0,0,0,0,384
ANDHRA PRADESH,MEDAK,SIDDIPET,476,56,0,0,0,532
ANDHRA PRADESH,MEDAK,TEKMAL,692,0,0,0,0,692
