STATE,DISTRICT,BLOCK,70-90 mts,90-110 mts,110-130 mts,130-150 mts,GREATER THAN 150 mts,TOTAL
UTTAR PRADESH,BAHARAICH,NAWABGANJ,0,1,4,0,0,5
UTTAR PRADESH,BAHARAICH,PAYAG PUR,0,1,0,0,0,1
UTTAR PRADESH,BAHARAICH,RISHYA,0,116,0,0,0,116
UTTAR PRADESH,BAHARAICH,SHIVPUR,2,18,0,0,0,20
UTTAR PRADESH,BAHARAICH,TAJAWAPUR,0,27,0,0,1,28
UTTAR PRADESH,BAHARAICH,VISHESHAR GANJ,0,9,0,0,0,9
UTTAR PRADESH,BALLIA,BAIRIA,4,6,0,24,2,36
UTTAR PRADESH,BALLIA,BANSDEEH,8,38,0,15,4,65
UTTAR PRADESH,BALLIA,BELHARI,11,19,0,11,13,54
UTTAR PRADESH,BALLIA,BERUARBARI,5,17,0,4,8,34
UTTAR PRADESH,BALLIA,CHILKHAR,27,69,2,24,9,131
UTTAR PRADESH,BALLIA,DUBHAR,6,30,0,31,5,72
UTTAR PRADESH,BALLIA,GARWARH,7,20,1,15,8,51
UTTAR PRADESH,BALLIA,HANUMANGANJ,1,15,1,25,4,46
UTTAR PRADESH,BALLIA,MANIER,1,43,0,16,8,68
UTTAR PRADESH,BALLIA,MURLICHAPRA,2,8,0,5,3,18
UTTAR PRADESH,BALLIA,NAGRA,14,77,0,60,2,153
UTTAR PRADESH,BALLIA,NAWANAGAR,6,34,0,19,0,59
UTTAR PRADESH,BALLIA,PANDAH,6,33,1,17,3,60
UTTAR PRADESH,BALLIA,RASRA,16,74,5,25,15,135
UTTAR PRADESH,BALLIA,REVOTI,6,72,0,21,3,102
UTTAR PRADESH,BALLIA,SEAR,3,45,2,29,4,83
UTTAR PRADESH,BALLIA,SOHAON,3,21,0,17,6,47
UTTAR PRADESH,BALRAMPUR,BALRAMPUR,25,123,0,2,1,151
UTTAR PRADESH,BALRAMPUR,GAISADI,0,21,0,0,0,21
UTTAR PRADESH,BALRAMPUR,GANDAS BUJURG,2,2,0,0,0,4
UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,4,23,5,3,0,35
UTTAR PRADESH,BALRAMPUR,PACHAPEDWA,3,10,0,0,0,13
UTTAR PRADESH,BALRAMPUR,REHARA BAZAR,13,6,1,0,1,21
UTTAR PRADESH,BALRAMPUR,SHRI DATTGANJ,7,33,7,0,2,49
UTTAR PRADESH,BALRAMPUR,TULSIPUR,2,39,1,3,9,54
UTTAR PRADESH,BALRAMPUR,UTRAULA,0,54,0,0,0,54
UTTAR PRADESH,BANDA,BABERU,35,80,6,2,2,125
UTTAR PRADESH,BANDA,BADOKHAR KHURD,54,53,15,1,12,135
UTTAR PRADESH,BANDA,BISANDA,5,2,0,0,7,14
UTTAR PRADESH,BANDA,JASPURA,0,108,65,6,7,186
UTTAR PRADESH,BANDA,KAMASIN,53,13,1,1,0,68
UTTAR PRADESH,BANDA,MAHUA,5,6,1,0,8,20
UTTAR PRADESH,BANDA,NARAINI,8,2,3,0,0,13
UTTAR PRADESH,BANDA,TINDWARI,157,268,305,9,120,859
UTTAR PRADESH,BARABANKI,BANIKODAR,7,1,8,0,0,16
UTTAR PRADESH,BARABANKI,BANKI,3,0,5,0,0,8
UTTAR PRADESH,BARABANKI,DARIYABAD,0,1,2,0,0,3
UTTAR PRADESH,BARABANKI,DEVA,2,2,0,0,0,4
UTTAR PRADESH,BARABANKI,FATEHPUR,8,5,0,10,2,25
UTTAR PRADESH,BARABANKI,HAIDARGARH,0,5,0,0,0,5
UTTAR PRADESH,BARABANKI,HARKHA,2,5,1,7,0,15
UTTAR PRADESH,BARABANKI,MASAULI,4,1,1,0,0,6
UTTAR PRADESH,BARABANKI,NINDURA,20,5,26,0,2,53
UTTAR PRADESH,BARABANKI,PUREDALAI,24,5,10,4,1,44
UTTAR PRADESH,BARABANKI,RAMNAGAR,1,0,17,1,0,19
UTTAR PRADESH,BARABANKI,SIDHOUR,15,3,2,0,0,20
UTTAR PRADESH,BARABANKI,SIROULIGAUSPUR,6,11,1,12,0,30
UTTAR PRADESH,BARABANKI,SURATGANJ,0,4,24,0,1,29
UTTAR PRADESH,BARABANKI,TRIVEDIGANJ,1,2,0,0,0,3
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,13,20,6,0,4,43
UTTAR PRADESH,BAREILLY,BAHERI,22,7,234,16,11,290
UTTAR PRADESH,BAREILLY,BHADPURA,0,4,0,0,0,4
UTTAR PRADESH,BAREILLY,BHOJIPURA,1,3,7,1,2,14
UTTAR PRADESH,BAREILLY,BHUTA,16,12,1,0,0,29
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,0,3,0,0,1,4
UTTAR PRADESH,BAREILLY,FARIDPUR,10,20,0,0,0,30
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),37,11,29,1,2,80
UTTAR PRADESH,BAREILLY,KYARA,1,2,6,3,2,14
UTTAR PRADESH,BAREILLY,MAJHGAWAN,7,12,13,1,28,61
UTTAR PRADESH,BAREILLY,MIRGANJ,19,31,11,18,1,80
UTTAR PRADESH,BAREILLY,NAWABGANJ,4,8,20,0,1,33
UTTAR PRADESH,BAREILLY,RAM NAGAR,10,21,44,0,6,81
UTTAR PRADESH,BAREILLY,RICHHA,2,3,8,0,0,13
UTTAR PRADESH,BAREILLY,SHERGARH,0,1,3,0,1,5
UTTAR PRADESH,BASTI,BAHADURPUR,3,10,0,12,0,25
UTTAR PRADESH,BASTI,BANKATI,5,103,1,4,1,114
UTTAR PRADESH,BASTI,BASTI SADAR,6,22,3,36,9,76
UTTAR PRADESH,BASTI,DUBAULIYA,0,3,0,0,2,5
UTTAR PRADESH,BASTI,GAUR,1,20,0,27,0,48
UTTAR PRADESH,BASTI,HARRAIYA,2,12,0,18,2,34
UTTAR PRADESH,BASTI,KAPTAN GANJ,7,12,0,38,2,59
UTTAR PRADESH,BASTI,KUDRAHA,0,2,0,22,0,24
UTTAR PRADESH,BASTI,PARASH RAMPUR,2,9,0,8,0,19
UTTAR PRADESH,BASTI,RAM NAGAR,15,2,0,48,3,68
UTTAR PRADESH,BASTI,RUDHAULI,32,154,2,1,3,192
UTTAR PRADESH,BASTI,SAHUGHAT,13,8,2,7,1,31
UTTAR PRADESH,BASTI,SALTAUWA GOPALPUR,4,15,0,32,4,55
UTTAR PRADESH,BASTI,VIKRAMJOT,4,20,0,4,0,28
UTTAR PRADESH,BIJNOR,AAKU NEHTOUR,1,53,0,0,0,54
UTTAR PRADESH,BIJNOR,AFJALGARH,0,15,0,2,4,21
UTTAR PRADESH,BIJNOR,ALLEHEPUR DHAMPUR,2,76,2,0,0,80
UTTAR PRADESH,BIJNOR,BUDHANPUR SEOHARA,6,63,0,0,0,69
UTTAR PRADESH,BIJNOR,HALDOUR,1,78,0,0,0,79
UTTAR PRADESH,BIJNOR,JALILPUR,0,101,0,0,0,101
UTTAR PRADESH,BIJNOR,KIRATPUR,21,74,0,1,0,96
UTTAR PRADESH,BIJNOR,KOTWALI,21,83,0,0,0,104
UTTAR PRADESH,BIJNOR,MOHD.PUR DEVMAL,2,54,0,1,1,58
UTTAR PRADESH,BIJNOR,NAJIBABAD,3,47,2,0,3,55
UTTAR PRADESH,BIJNOR,NOORPUR,2,81,0,0,0,83
UTTAR PRADESH,BUDAUN,AMBIYAPUR,5,94,4,0,3,106
UTTAR PRADESH,BUDAUN,ASAFPUR,15,78,7,0,0,100
UTTAR PRADESH,BUDAUN,BISAULI,3,81,9,0,1,94
UTTAR PRADESH,BUDAUN,DATAGANJ,7,5,0,0,6,18
UTTAR PRADESH,BUDAUN,DEHGWA,5,6,0,0,0,11
UTTAR PRADESH,BUDAUN,GUNNAUR,14,14,1,0,1,30
UTTAR PRADESH,BUDAUN,ISLAMNAGAR,13,54,3,0,0,70
UTTAR PRADESH,BUDAUN,JAGAT,16,29,32,11,5,93
UTTAR PRADESH,BUDAUN,JUNAMAI,2,14,1,3,5,25
UTTAR PRADESH,BUDAUN,KADAR CHOKE,1,16,12,3,2,34
UTTAR PRADESH,BUDAUN,MYAUN,2,13,8,26,18,67
UTTAR PRADESH,BUDAUN,RAJPURA,10,11,1,2,0,24
UTTAR PRADESH,BUDAUN,SAHASWAN,2,25,9,0,1,37
UTTAR PRADESH,BUDAUN,SALARPUR,10,40,4,1,0,55
UTTAR PRADESH,BUDAUN,SAMRAR,3,3,0,0,1,7
UTTAR PRADESH,BUDAUN,UJHANI,6,28,6,0,8,48
UTTAR PRADESH,BUDAUN,USAWA,1,5,9,6,0,21
UTTAR PRADESH,BUDAUN,WAZIRGANJ,18,72,4,0,0,94
UTTAR PRADESH,BULAND SAHAR,ANUPSHAHR,1,31,2,1,0,35
UTTAR PRADESH,BULAND SAHAR,B.B. NAGAR,0,10,0,0,1,11
UTTAR PRADESH,BULAND SAHAR,BULANDSHAHR,2,18,0,0,0,20
UTTAR PRADESH,BULAND SAHAR,DANPUR,5,57,1,1,0,64
UTTAR PRADESH,BULAND SAHAR,DIBAI,1,6,0,0,0,7
UTTAR PRADESH,BULAND SAHAR,GULAWATHI,0,5,0,1,0,6
UTTAR PRADESH,BULAND SAHAR,JAHAGIRABAD,9,21,0,0,0,30
UTTAR PRADESH,BULAND SAHAR,KHURJA,1,11,0,0,0,12
UTTAR PRADESH,BULAND SAHAR,LAKHAWATI,2,19,2,0,0,23
UTTAR PRADESH,BULAND SAHAR,PAHASU,6,29,0,0,0,35
UTTAR PRADESH,BULAND SAHAR,SHIKARPUR,4,31,0,0,0,35
UTTAR PRADESH,BULAND SAHAR,SIKANDRABAD,4,43,0,0,0,47
UTTAR PRADESH,BULAND SAHAR,UNCHAGAON,0,20,0,0,0,20
UTTAR PRADESH,CHANDAULI,BARAHNI,3,7,0,0,0,10
UTTAR PRADESH,CHANDAULI,CHAHANIA,0,5,0,2,1,8
UTTAR PRADESH,CHANDAULI,CHAKIYA,76,23,1,0,5,105
UTTAR PRADESH,CHANDAULI,CHANDOULI,0,19,0,0,0,19
UTTAR PRADESH,CHANDAULI,DHANAPUR,2,12,0,4,0,18
UTTAR PRADESH,CHANDAULI,NAOUGHAR,3,11,0,0,0,14
UTTAR PRADESH,CHANDAULI,NIYMATA BAD,5,9,6,4,13,37
UTTAR PRADESH,CHANDAULI,SAHABGANJ,0,9,1,0,0,10
UTTAR PRADESH,CHANDAULI,SAKELDIHA,10,12,8,31,9,70
UTTAR PRADESH,CHITRAKOOT,KARVI,5,3,9,0,23,40
UTTAR PRADESH,CHITRAKOOT,MANIKPUR,2,0,0,0,2,4
UTTAR PRADESH,CHITRAKOOT,MAU,34,9,0,0,0,43
UTTAR PRADESH,CHITRAKOOT,PAHADI,0,0,0,1,0,1
UTTAR PRADESH,CHITRAKOOT,RAM NAGAR,5,92,6,2,1,106
UTTAR PRADESH,DEORIA,BAITALPUR,18,31,1,23,13,86
UTTAR PRADESH,DEORIA,BANKATA,17,21,1,27,4,70
UTTAR PRADESH,DEORIA,BARHAJ,17,24,2,19,1,63
UTTAR PRADESH,DEORIA,BHAGALPUR,10,58,3,1,1,73
UTTAR PRADESH,DEORIA,BHALUWANI,48,94,1,12,0,155
UTTAR PRADESH,DEORIA,BHATANI,7,28,3,19,3,60
UTTAR PRADESH,DEORIA,BHATPAR RANI,45,8,0,12,6,71
UTTAR PRADESH,DEORIA,DEORIA SADAR,23,46,3,33,4,109
UTTAR PRADESH,DEORIA,DESAHI DEORIA,0,17,0,0,0,17
UTTAR PRADESH,DEORIA,GAURI BAZAR,30,17,2,22,5,76
UTTAR PRADESH,DEORIA,LAR,37,16,0,5,1,59
UTTAR PRADESH,DEORIA,PATHARDEVA,7,22,0,0,0,29
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,6,12,1,0,2,21
UTTAR PRADESH,DEORIA,RUDRAPUR,5,17,3,12,1,38
UTTAR PRADESH,DEORIA,SALEMPUR,29,36,11,30,9,115
UTTAR PRADESH,DEORIA,TARKULWA,0,1,0,0,0,1
UTTAR PRADESH,ETAH,ALIGANJ,0,92,0,0,0,92
UTTAR PRADESH,ETAH,AMAPUR,0,29,0,0,0,29
UTTAR PRADESH,ETAH,AWAGARH,1,22,0,0,0,23
UTTAR PRADESH,ETAH,GANJDUNDWARA,0,57,0,0,0,57
UTTAR PRADESH,ETAH,JAIDHRA,0,69,0,0,0,69
UTTAR PRADESH,ETAH,JALESAR,1,4,0,0,0,5
UTTAR PRADESH,ETAH,KASGANJ,0,59,1,0,2,62
UTTAR PRADESH,ETAH,MARAHERA,0,52,0,0,0,52
UTTAR PRADESH,ETAH,NIDHOLI KALAN,0,51,0,0,0,51
UTTAR PRADESH,ETAH,PATIYALI,0,57,0,1,1,59
UTTAR PRADESH,ETAH,SAHAWAR,0,44,0,0,5,49
UTTAR PRADESH,ETAH,SAKIT,0,42,0,0,0,42
UTTAR PRADESH,ETAH,SHEETALPUR,0,47,0,2,0,49
UTTAR PRADESH,ETAH,SIDHPURA,0,15,0,0,2,17
UTTAR PRADESH,ETAH,SORON,0,95,0,0,0,95
UTTAR PRADESH,ETAWAH,BADPURA,8,16,0,5,62,91
UTTAR PRADESH,ETAWAH,BASREHAR,0,31,0,0,36,67
UTTAR PRADESH,ETAWAH,BHARTHANA,0,28,0,3,92,123
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,0,2,0,0,0,2
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,7,16,0,0,48,71
UTTAR PRADESH,ETAWAH,MAHEWA,15,67,0,0,64,146
UTTAR PRADESH,ETAWAH,SAIPHAI,0,7,0,0,0,7
UTTAR PRADESH,ETAWAH,TAKHA,1,41,0,0,37,79
UTTAR PRADESH,FAIZABAD,AMANI GANJ,19,21,5,9,22,76
UTTAR PRADESH,FAIZABAD,BIKAPUR,10,19,5,8,41,83
UTTAR PRADESH,FAIZABAD,HASTINPUR,21,60,6,7,43,137
UTTAR PRADESH,FAIZABAD,MASONDHA,1,9,2,1,8,21
UTTAR PRADESH,FAIZABAD,MAWAI,12,54,3,8,31,108
UTTAR PRADESH,FAIZABAD,MAYA,1,3,3,0,7,14
UTTAR PRADESH,FAIZABAD,MILKI PUR,8,9,4,4,18,43
UTTAR PRADESH,FAIZABAD,PURA,1,3,0,0,7,11
UTTAR PRADESH,FAIZABAD,RUDAULI,10,48,5,0,21,84
UTTAR PRADESH,FAIZABAD,SOHAWAL,11,38,3,3,26,81
UTTAR PRADESH,FAIZABAD,TARUN,12,81,6,4,58,161
UTTAR PRADESH,FARRUKHABAD,BARHPUR,1,5,19,0,0,25
UTTAR PRADESH,FARRUKHABAD,KAMALGANJ,13,25,36,6,24,104
UTTAR PRADESH,FARRUKHABAD,KAYAMGANJ,0,31,46,0,0,77
UTTAR PRADESH,FARRUKHABAD,MOHAMDABAD,11,38,11,22,73,155
UTTAR PRADESH,FARRUKHABAD,NAWABGANJ,0,14,22,0,0,36
UTTAR PRADESH,FARRUKHABAD,RAJEPUR,0,8,6,0,0,14
UTTAR PRADESH,FARRUKHABAD,SHAMSHABAD,0,9,20,0,1,30
UTTAR PRADESH,FATEHPUR,AIRAYA,17,9,0,2,5,33
UTTAR PRADESH,FATEHPUR,AMAULI,211,248,90,63,20,632
UTTAR PRADESH,FATEHPUR,ASODHAR,4,28,22,9,1,64
UTTAR PRADESH,FATEHPUR,BAHUWA,32,14,1,2,0,49
UTTAR PRADESH,FATEHPUR,BHITAURA,7,11,0,0,1,19
UTTAR PRADESH,FATEHPUR,DEVMAI,54,1,1,5,0,61
UTTAR PRADESH,FATEHPUR,DHATA,58,10,0,0,0,68
UTTAR PRADESH,FATEHPUR,HASWA,52,74,6,1,0,133
UTTAR PRADESH,FATEHPUR,HATHGAON,12,2,0,0,0,14
UTTAR PRADESH,FATEHPUR,KHAJUHA,17,43,2,1,1,64
UTTAR PRADESH,FATEHPUR,MALWAN,28,69,4,1,6,108
UTTAR PRADESH,FATEHPUR,TELYANI,19,0,1,1,0,21
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,99,117,53,0,3,272
UTTAR PRADESH,FIROZABAD,EKA,1,2,1,0,0,4
UTTAR PRADESH,FIROZABAD,FIROZABAD,5,8,0,1,1,15
UTTAR PRADESH,FIROZABAD,JASRANA,0,7,0,0,0,7
UTTAR PRADESH,FIROZABAD,KHAIRGARH,8,19,0,0,2,29
UTTAR PRADESH,FIROZABAD,KOTLA NARKHI,55,92,0,0,1,148
UTTAR PRADESH,FIROZABAD,MADANPUR,136,25,2,0,0,163
UTTAR PRADESH,FIROZABAD,ORAON,1,39,0,0,5,45
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,3,20,4,5,0,32
UTTAR PRADESH,FIROZABAD,TUNDLA,45,49,9,0,1,104
UTTAR PRADESH,GAUTAM BUDHA NAGAR,BISRAKH,13,10,2,0,0,25
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DADRI,4,12,8,0,0,24
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DANKAOR,7,29,21,0,0,57
UTTAR PRADESH,GAUTAM BUDHA NAGAR,JEWAR,23,34,4,1,0,62
UTTAR PRADESH,GHAZIABAD,BHOJPUR,5,16,1,0,0,22
UTTAR PRADESH,GHAZIABAD,DHAULANA,13,11,0,0,0,24
UTTAR PRADESH,GHAZIABAD,GARH MUKTESWAR,5,34,0,1,1,41
UTTAR PRADESH,GHAZIABAD,HAPUR,19,26,0,1,2,48
UTTAR PRADESH,GHAZIABAD,LAUNI,4,14,0,1,0,19
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,0,24,0,0,0,24
UTTAR PRADESH,GHAZIABAD,RAJPUR,5,12,1,0,1,19
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,8,11,0,0,0,19
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,4,9,2,1,12,28
UTTAR PRADESH,GHAZIPUR,BHADORA,5,6,0,3,16,30
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,40,9,25,3,26,103
UTTAR PRADESH,GHAZIPUR,DEVKALI,37,4,19,0,1,61
UTTAR PRADESH,GHAZIPUR,JAMANIYA,3,6,1,1,12,23
UTTAR PRADESH,GHAZIPUR,KARNDA,1,3,50,0,0,54
UTTAR PRADESH,GHAZIPUR,KASIMABAD,3,3,1,0,10,17
UTTAR PRADESH,GHAZIPUR,MANIHARI,9,0,0,2,21,32
UTTAR PRADESH,GHAZIPUR,MARADAH,3,3,3,11,8,28
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,1,0,84,0,2,87
UTTAR PRADESH,GHAZIPUR,REVTIPUR,0,0,40,1,5,46
UTTAR PRADESH,GHAZIPUR,SADAR,3,14,42,2,33,94
UTTAR PRADESH,GHAZIPUR,SADAT,8,4,1,7,3,23
UTTAR PRADESH,GHAZIPUR,SAIDPUR,12,16,35,1,17,81
UTTAR PRADESH,GHAZIPUR,VIRNO,6,4,1,5,16,32
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,8,4,0,8,21,41
UTTAR PRADESH,GONDA,BELSAR,3,9,5,0,0,17
UTTAR PRADESH,GONDA,BHABHANJOT,2,10,0,1,2,15
UTTAR PRADESH,GONDA,CHHAPIA,0,7,0,0,0,7
UTTAR PRADESH,GONDA,COLONELGANJ,0,1,0,0,0,1
UTTAR PRADESH,GONDA,HALDAR MAU,7,3,0,0,2,12
UTTAR PRADESH,GONDA,ITIYATHOK,10,58,2,1,3,74
UTTAR PRADESH,GONDA,JHANJHRI,3,13,0,0,2,18
UTTAR PRADESH,GONDA,KATRA BAZAR,98,0,0,0,0,98
UTTAR PRADESH,GONDA,MANKAPUR,1,75,0,0,2,78
UTTAR PRADESH,GONDA,MUJEHNA,4,28,2,2,1,37
UTTAR PRADESH,GONDA,NAWABGANJ,0,77,0,0,0,77
UTTAR PRADESH,GONDA,PANDRIKRIPAL,2,30,0,1,15,48
UTTAR PRADESH,GONDA,PARASPUR,2,7,0,1,0,10
UTTAR PRADESH,GONDA,RUPIHDEEH,11,113,5,13,0,142
UTTAR PRADESH,GONDA,TARABGANJ,0,31,1,2,0,34
UTTAR PRADESH,GONDA,WAZIRGANJ,0,12,0,0,1,13
UTTAR PRADESH,GORAKHPUR,BANSGAON,13,11,48,20,6,98
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,0,3,0,12,4,19
UTTAR PRADESH,GORAKHPUR,BELGHAT,11,20,5,16,4,56
UTTAR PRADESH,GORAKHPUR,BHATHAT,1,8,17,5,4,35
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,3,3,45,21,5,77
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,1,30,10,19,95,155
UTTAR PRADESH,GORAKHPUR,CHARGANWA,0,5,17,11,4,37
UTTAR PRADESH,GORAKHPUR,GAGHA,1,3,14,50,6,74
UTTAR PRADESH,GORAKHPUR,GOLA,11,6,0,32,13,62
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,4,10,72,20,12,118
UTTAR PRADESH,GORAKHPUR,KAURIRAM,1,4,32,31,0,68
UTTAR PRADESH,GORAKHPUR,KHAJANI,13,2,89,0,85,189
UTTAR PRADESH,GORAKHPUR,KHORABAR,17,5,34,9,0,65
UTTAR PRADESH,GORAKHPUR,PALI,0,4,42,42,3,91
UTTAR PRADESH,GORAKHPUR,PIPRAICH,3,4,26,6,2,41
UTTAR PRADESH,GORAKHPUR,PIPRAULI,2,44,65,2,30,143
UTTAR PRADESH,GORAKHPUR,SAHJANWA,4,8,71,3,28,114
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,0,33,24,1,11,69
UTTAR PRADESH,GORAKHPUR,URUWA,8,14,70,24,27,143
UTTAR PRADESH,HAMIRPUR,GOHAND,304,11,0,0,1,316
UTTAR PRADESH,HAMIRPUR,KURARA,188,71,6,0,1,266
UTTAR PRADESH,HAMIRPUR,MAUDAHA,146,23,10,2,4,185
UTTAR PRADESH,HAMIRPUR,MUSKARA,176,9,0,1,0,186
UTTAR PRADESH,HAMIRPUR,SARILA,110,5,0,0,14,129
UTTAR PRADESH,HAMIRPUR,SUMREPUR,21,111,8,0,6,146
UTTAR PRADESH,HARDOI,AHIROURI,0,38,0,0,0,38
UTTAR PRADESH,HARDOI,BAVAN,0,81,0,0,0,81
UTTAR PRADESH,HARDOI,BHARAWAN,0,8,0,0,0,8
UTTAR PRADESH,HARDOI,BHARKHANI,0,122,0,0,0,122
UTTAR PRADESH,HARDOI,BILGRAM,27,85,0,0,0,112
UTTAR PRADESH,HARDOI,HARIYAWAN,0,75,0,0,0,75
UTTAR PRADESH,HARDOI,HARPALPUR,0,12,0,0,0,12
UTTAR PRADESH,HARDOI,KOTHAWAN,9,27,0,0,0,36
UTTAR PRADESH,HARDOI,MAHDHOGANJ,0,22,0,0,0,22
UTTAR PRADESH,HARDOI,MALLAWAN,0,13,0,0,0,13
UTTAR PRADESH,HARDOI,PIHANI,0,96,0,0,0,96
UTTAR PRADESH,HARDOI,SANDI,0,25,0,0,0,25
UTTAR PRADESH,HARDOI,SANDILA,1,5,0,0,0,6
UTTAR PRADESH,HARDOI,SHAHABAD,0,169,0,0,0,169
UTTAR PRADESH,HARDOI,SURSA,0,29,0,0,0,29
UTTAR PRADESH,HARDOI,TANDIYAWA,0,71,0,0,0,71
UTTAR PRADESH,HARDOI,TODARPUR,0,45,0,0,0,45
UTTAR PRADESH,JALAUN,DAKOR,142,147,3,1,0,293
UTTAR PRADESH,JALAUN,ETKONCH,134,74,0,4,3,215
UTTAR PRADESH,JALAUN,JALAUN,29,48,0,0,2,79
UTTAR PRADESH,JALAUN,KADAURA,97,68,0,2,2,169
UTTAR PRADESH,JALAUN,KUTHAUND,32,101,27,1,1,162
UTTAR PRADESH,JALAUN,MADHO GANJ,48,45,0,0,0,93
UTTAR PRADESH,JALAUN,MAHEBA,256,144,1,11,9,421
UTTAR PRADESH,JALAUN,NADIGAON,161,113,2,1,0,277
UTTAR PRADESH,JALAUN,RAMPURA,27,20,0,4,0,51
UTTAR PRADESH,JAUNPUR,BADLA PUR,0,1,0,0,1,2
UTTAR PRADESH,JAUNPUR,BAKSHA,2,9,0,1,4,16
UTTAR PRADESH,JAUNPUR,BARSOTHI,2,28,0,4,27,61
UTTAR PRADESH,JAUNPUR,DHARMA PUR,2,0,0,0,2,4
UTTAR PRADESH,JAUNPUR,DOBHI,0,21,0,3,26,50
UTTAR PRADESH,JAUNPUR,JALAL PUR,0,20,0,3,29,52
UTTAR PRADESH,JAUNPUR,KARNJAKALA,0,4,0,1,15,20
UTTAR PRADESH,JAUNPUR,KERAKAT,0,13,2,2,29,46
UTTAR PRADESH,JAUNPUR,KHUTHAN,3,20,0,3,40,66
UTTAR PRADESH,JAUNPUR,M.SHAHAR,0,17,0,2,41,60
UTTAR PRADESH,JAUNPUR,MADRIYAHU,11,4,0,1,10,26
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,0,12,0,2,27,41
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,2,30,0,4,53,89
UTTAR PRADESH,JAUNPUR,RAM NAGAR,2,16,0,2,24,44
UTTAR PRADESH,JAUNPUR,RAMPUR,4,29,0,5,34,72
UTTAR PRADESH,JAUNPUR,SHAH GANJ,0,1,0,1,10,12
UTTAR PRADESH,JAUNPUR,SIKRARA,13,9,0,1,13,36
UTTAR PRADESH,JAUNPUR,SIRKONI,2,19,0,3,21,45
UTTAR PRADESH,JAUNPUR,SUITHA KALA,3,18,0,7,45,73
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,4,2,0,0,3,9
UTTAR PRADESH,JHANSI,BABINA,13,18,0,0,0,31
UTTAR PRADESH,JHANSI,BADAGAON,24,6,0,0,0,30
UTTAR PRADESH,JHANSI,BAMAUR,16,41,0,0,0,57
UTTAR PRADESH,JHANSI,BANGRA,25,21,0,0,0,46
UTTAR PRADESH,JHANSI,CHIRGAON,29,22,0,0,0,51
UTTAR PRADESH,JHANSI,GURSARAI,16,10,2,5,1,34
UTTAR PRADESH,JHANSI,MAURANIPUR,36,50,0,0,1,87
UTTAR PRADESH,JHANSI,MOTH,49,18,1,0,5,73
UTTAR PRADESH,JYOTIBA PHULENAGAR,AMROHA,17,64,0,0,0,81
UTTAR PRADESH,JYOTIBA PHULENAGAR,DHANORA,20,33,8,1,0,62
UTTAR PRADESH,JYOTIBA PHULENAGAR,GAJROLA,14,5,0,0,0,19
UTTAR PRADESH,JYOTIBA PHULENAGAR,GANGESHWARI,0,12,99,2,0,113
UTTAR PRADESH,JYOTIBA PHULENAGAR,HASANPUR,22,52,6,0,0,80
UTTAR PRADESH,JYOTIBA PHULENAGAR,JOYA,23,15,0,0,0,38
UTTAR PRADESH,KANNAUJ,CHHIBRAMAU,6,4,9,13,27,59
UTTAR PRADESH,KANNAUJ,HASERAN,0,0,0,0,4,4
UTTAR PRADESH,KANNAUJ,JALABAD,0,2,34,0,8,44
UTTAR PRADESH,KANNAUJ,KANNAUJ,1,4,6,10,40,61
UTTAR PRADESH,KANNAUJ,SAURIKH,0,1,6,0,0,7
UTTAR PRADESH,KANNAUJ,TALGRAM,25,9,36,0,0,70
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,5,19,1,3,18,46
UTTAR PRADESH,KANPUR DEHAT,AMRAUDHA,204,88,64,1,16,373
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,14,48,0,10,1,73
UTTAR PRADESH,KANPUR DEHAT,JHINJHAK,37,23,6,3,4,73
UTTAR PRADESH,KANPUR DEHAT,MAITHA,1,0,0,0,2,3
UTTAR PRADESH,KANPUR DEHAT,MALASA,67,309,57,7,4,444
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,28,48,11,1,3,91
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,2,10,0,0,0,12
